Course Code Start End Location Days
BIOLOGY 4999E 14:30 17:30 NCB-340 T
BIOLOGY 4999E 14:30 17:30 NCB-309 W
BIOLOGY 4999E 14:30 17:30 NCB-340 W
BIOLOGY 4999E 14:30 17:30 NCB-309 H
BIOLOGY 4999E 14:30 17:30 NCB-340 H
BIOLOGY 4999E 14:30 17:30 NCB-320 M
BIOLOGY 4999E 18:00 21:00 NCB-309 M
BIOLOGY 4999E 10:30 11:30 NS-145 MW
BIOLOGY 4999E 09:30 12:30 NCB-320 T
BIOLOGY 4999E 09:30 12:30 NCB-309 T
BIOLOGY 4999E 09:30 12:30 NCB-309 F
BIOLOGY 4999E 09:30 12:30 NCB-340 F
BIOLOGY 4999E 14:30 17:30 NCB-309 M
BIOLOGY 4999E 14:30 17:30 NCB-340 M
BIOLOGY 4999E 14:30 17:30 NCB-309 T
BIOLOGY 4999E 14:30 17:30 NCB-340 T
BIOLOGY 4999E 14:30 17:30 NCB-309 W
BIOLOGY 4999E 14:30 17:30 NCB-340 W
BIOLOGY 4999E 14:30 17:30 NCB-309 H
BIOLOGY 4999E 14:30 17:30 NCB-340 H
BIOLOGY 4999E 14:30 17:30 NCB-320 M
BIOLOGY 4999E 18:00 21:00 NCB-309 M
BIOLOGY 4999E 13:30 14:30 MC-110 TH
BIOLOGY 4999E 14:30 15:30 MC-110 T
BIOLOGY 4999E 11:30 12:30 NSC-1 TH
BIOLOGY 4999E 14:30 17:30 B&GS-3000 T
BIOLOGY 4999E 14:30 17:30 B&GS-3000 M
BIOLOGY 4999E 14:30 17:30 B&GS-3000 H
BIOLOGY 4999E 08:30 11:30 B&GS-3000 H
BIOLOGY 4999E 10:30 11:30 SSC-2050 MW
BIOLOGY 4999E 16:30 17:30 SSC-2050 TH
BIOLOGY 4999E 18:30 21:30 HSB-14 T
BIOLOGY 4999E 18:30 21:30 HSB-16 T
BIOLOGY 4999E 18:30 21:30 HSB-16 W
BIOLOGY 4999E 18:30 21:30 NCB-105 W
BIOLOGY 4999E 18:30 21:30 HSB-14 H
BIOLOGY 4999E 18:30 21:30 HSB-16 H
BIOLOGY 4999E 11:30 14:30 NCB-105 F
BIOLOGY 4999E 13:30 16:30 HSB-13 T
BIOLOGY 4999E 13:30 16:30 HSB-14 T
BIOLOGY 4999E 13:30 16:30 HSB-14 H
BIOLOGY 4999E 13:30 16:30 HSB-16 H
BIOLOGY 4999E 18:30 21:30 NCB-105 T
BIOLOGY 4999E 18:30 21:30 NCB-105 H
BIOLOGY 4999E 12:30 13:30 SSC-2050 WF
BIOLOGY 4999E 15:30 16:30 AHB-1R40 TH
BIOLOGY 4999E 18:30 21:30 HSB-16 T
BIOLOGY 4999E 18:30 21:30 NCB-105 T
BIOLOGY 4999E 18:30 21:30 HSB-14 W
BIOLOGY 4999E 18:30 21:30 HSB-16 W
BIOLOGY 4999E 18:30 21:30 NCB-105 W
BIOLOGY 4999E 18:30 21:30 HSB-13 H
BIOLOGY 4999E 18:30 21:30 HSB-14 H
BIOLOGY 4999E 13:30 16:30 HSB-13 T
BIOLOGY 4999E 13:30 16:30 HSB-16 W
BIOLOGY 4999E 18:30 21:30 NCB-105 H
BIOLOGY 4999E 13:30 16:30 HSB-14 T
BIOLOGY 4999E 11:30 14:30 HSB-16 F
BIOLOGY 4999E 14:30 17:30 NCB-330 MW
BIOLOGY 4999E 08:30 11:30 NCB-330 TH
BIOLOGY 4999E 14:30 17:30 NCB-330 TH
BIOLOGY 4999E 14:30 17:30 NCB-325 MW
BIOLOGY 4999E 08:30 11:30 NCB-325 TH
BIOLOGY 4999E 14:30 17:30 NCB-325 TH
BIOLOGY 4999E 14:30 17:30 NCB-331 MW
BIOLOGY 4999E 08:30 11:30 NCB-331 TH
BIOLOGY 4999E 14:30 17:30 NCB-331 TH
BIOLOGY 4999E 14:30 17:30 NCB-117 MW
BIOLOGY 4999E 08:30 11:30 NCB-117 TH
BIOLOGY 4999E 14:30 17:30 NCB-117 TH
BIOLOGY 4999E 13:30 14:30 NCB-101 MW
BIOLOGY 4999E 11:30 12:30 NS-145 MW
BIOLOGY 4999E 11:30 12:30 NS-145 TH
BIOLOGY 4999E 08:30 10:30 NCB-105 W
BIOLOGY 4999E 10:30 12:30 SH-1310 W
BIOLOGY 4999E 10:30 12:30 NCB-105 W
BIOLOGY 4999E 15:30 17:30 HSB-14 W
BIOLOGY 4999E 15:30 17:30 NCB-105 W
BIOLOGY 4999E 08:30 10:30 SH-1310 F
BIOLOGY 4999E 10:30 12:30 HSB-16 F
BIOLOGY 4999E 10:30 12:30 SH-1310 F
BIOLOGY 4999E 13:30 14:30 NSC-1 TH
BIOLOGY 4999E 11:30 13:30 TC-343 T
BIOLOGY 4999E 14:30 16:30 P&AB-117 T
BIOLOGY 4999E 11:30 13:30 STVH-3101 W
BIOLOGY 4999E 14:30 16:30 STVH-3101 W
BIOLOGY 4999E 11:30 13:30 STVH-3101 H
BIOLOGY 4999E 14:30 16:30 KB-K103 H
BIOLOGY 4999E 09:30 10:30 NS-145 MW
BIOLOGY 4999E 13:30 14:30 NS-145 TH
BIOLOGY 4999E 11:30 13:30 UCC-37 M
BIOLOGY 4999E 13:30 15:30 P&AB-117 M
BIOLOGY 4999E 15:30 17:30 P&AB-150 M
BIOLOGY 4999E 09:30 11:30 P&AB-36 T
BIOLOGY 4999E 11:30 13:30 B&GS-0165 T
BIOLOGY 4999E 15:30 17:30 TC-343 T
BIOLOGY 4999E 15:30 17:30 TC-342 T
BIOLOGY 4999E 15:30 17:30 B&GS-0165 T
BIOLOGY 4999E 11:30 13:30 UCC-54B W
BIOLOGY 4999E 15:30 17:30 TC-342 W
BIOLOGY 4999E 11:30 13:30 B&GS-0165 H
BIOLOGY 4999E 13:30 15:30 NCB-114 H
BIOLOGY 4999E 15:30 17:30 B&GS-0153 H
BIOLOGY 4999E 09:30 11:30 P&AB-36 F
BIOLOGY 4999E 09:30 11:30 B&GS-0153 F
BIOLOGY 4999E 11:30 13:30 P&AB-36 F
BIOLOGY 4999E 13:30 15:30 P&AB-36 F
BIOLOGY 4999E 13:30 15:30 B&GS-0165 F
BIOLOGY 4999E 15:30 17:30 B&GS-1056 F
BIOLOGY 4999E 12:30 13:30 NS-145 TH
BIOLOGY 4999E 08:30 11:30 CHB-390 M
BIOLOGY 4999E 14:30 17:30 CHB-390 M
BIOLOGY 4999E 08:30 11:30 CHB-390 T
BIOLOGY 4999E 14:30 17:30 CHB-390 T
BIOLOGY 4999E 08:30 11:30 CHB-390 W
BIOLOGY 4999E 14:30 17:30 CHB-390 W
BIOLOGY 4999E 08:30 11:30 CHB-390 H
BIOLOGY 4999E 14:30 17:30 CHB-390 H
BIOLOGY 4999E 08:30 11:30 CHB-390 F
BIOLOGY 4999E 08:30 11:30 B&GS-3015 M
BIOLOGY 4999E 14:30 17:30 B&GS-3015 M
BIOLOGY 4999E 08:30 11:30 B&GS-3015 T
BIOLOGY 4999E 14:30 17:30 B&GS-3015 T
BIOLOGY 4999E 08:30 11:30 B&GS-3015 W
BIOLOGY 4999E 14:30 17:30 B&GS-3015 W
BIOLOGY 4999E 08:30 11:30 B&GS-3015 H
BIOLOGY 4999E 14:30 17:30 B&GS-3015 H
BIOLOGY 4999E 08:30 11:30 B&GS-3015 F
BIOLOGY 4999E 11:30 12:30 P&AB-106 MW
BIOLOGY 4999E 14:30 17:30 B&GS-2065 W
BIOLOGY 4999E 14:30 17:30 TC-341 W
BIOLOGY 4999E 13:30 14:30 P&AB-117 T
BIOLOGY 4999E 13:30 14:30 B&GS-0165 H
BIOLOGY 4999E 14:30 17:30 B&GS-3000 T
BIOLOGY 4999E 09:30 11:30 TC-342 W
BIOLOGY 4999E 09:30 10:30 TC-342 F
BIOLOGY 4999E 09:30 12:30 B&GS-1056 F
BIOLOGY 4999E 14:30 15:30 FNB-2210 T
BIOLOGY 4999E 13:30 15:30 FNB-2210 H
BIOLOGY 4999E 11:30 13:30 NCB-114 W
BIOLOGY 4999E 08:30 11:30 CHB-390 H
BIOLOGY 4999E 14:30 17:30 CHB-390 H
BIOLOGY 4999E 14:30 17:30 CHB-390 W
BIOLOGY 4999E 11:30 12:30 NCB-117 MW
BIOLOGY 4999E 14:30 16:30 P&AB-117 H
BIOLOGY 4999E 14:30 16:30 TC-343 H
BIOLOGY 4999E 14:30 16:30 TC-342 H
BIOLOGY 4999E 14:30 16:30 VAC-100 H
BIOLOGY 4999E 09:30 10:30 KB-K208 T
BIOLOGY 4999E 13:30 17:30 B&GS-3077 W
BIOLOGY 4999E 09:30 10:30 B&GS-1056 T
BIOLOGY 4999E 13:30 17:30 B&GS-3077 W
BIOLOGY 4999E 12:30 13:30 NS-7 MW
BIOLOGY 4999E 10:30 11:30 TC-202 M
BIOLOGY 4999E 10:30 11:30 P&AB-36 W
BIOLOGY 4999E 10:30 11:30 NCB-295 M
BIOLOGY 4999E 10:30 11:30 NCB-293 W
BIOLOGY 4999E 09:30 10:30 NCB-117 WF
BIOLOGY 4999E 13:30 14:30 UCC-60 T
BIOLOGY 4999E 11:30 12:30 NCB-293 H
BIOLOGY 4999E 13:30 14:30 B&GS-3000 MW
BIOLOGY 4999E 14:30 17:30 B&GS-3000 W
BIOLOGY 4999E 13:30 14:30 B&GS-0165 MW
BIOLOGY 4999E 08:30 11:30 B&GS-2077 M
BIOLOGY 4999E 14:30 17:30 B&GS-2077 M
BIOLOGY 4999E 08:30 11:30 B&GS-2077 T
BIOLOGY 4999E 14:30 17:30 B&GS-2077 T
BIOLOGY 4999E 13:30 14:30 NCB-117 TH
BIOLOGY 4999E 14:30 17:30 SH-1310 M
BIOLOGY 4999E 14:30 17:30 SSC-1000 W
BIOLOGY 4999E 08:30 11:30 NCB-105 F
BIOLOGY 4999E 14:30 17:30 SH-1310 T
BIOLOGY 4999E 14:30 17:30 NCB-105 H
BIOLOGY 4999E 12:30 13:30 B&GS-1056 TH
BIOLOGY 4999E 14:30 17:30 SSC-1000 M
BIOLOGY 4999E 09:30 12:30 SSC-1000 T
BIOLOGY 4999E 14:30 17:30 SSC-1000 T
BIOLOGY 4999E 11:30 12:30 FNB-1240 WF
BIOLOGY 4999E 14:30 17:30 NCB-293 T
BIOLOGY 4999E 14:30 17:30 NCB-295 T
BIOLOGY 4999E 14:30 17:30 KB-K203 T
BIOLOGY 4999E 10:30 12:30 P&AB-34 T
BIOLOGY 4999E 11:30 12:30 P&AB-34 H
BIOLOGY 4999E 12:30 13:30 KB-K203 MW
BIOLOGY 4999E 14:30 17:30 B&GS-2077 H
BIOLOGY 4999E 14:30 17:30 B&GS-2077 W
BIOLOGY 4999E 09:30 12:30 B&GS-2077 H
BIOLOGY 4999E 09:30 10:30 B&GS-0153 MW
BIOLOGY 4999E 14:30 17:00 B&GS-2077 W
BIOLOGY 4999E 08:30 11:00 B&GS-2077 H
BIOLOGY 4999E 11:00 13:30 B&GS-2077 H
BIOLOGY 4999E 14:30 17:00 B&GS-2077 H
BIOLOGY 4999E 09:00 11:30 B&GS-2077 F
BIOLOGY 4999E 12:30 13:30 B&GS-0165 M
BIOLOGY 4999E 11:30 12:30 B&GS-0153 H
BIOLOGY 4999E 14:30 17:30 NCB-105 W
BIOLOGY 4999E 13:30 16:30 HSB-16 T
BIOLOGY 4999E 12:30 13:30 B&GS-0153 TH
BIOLOGY 4999E 10:30 12:00 NCB-295 W
BIOLOGY 4999E 10:30 12:00 NCB-295 H
BIOLOGY 4999E 13:30 16:30 NCB-114 F
BIOLOGY 4999E 12:30 13:30 NCB-113 TH
BIOLOGY 4999E 14:30 15:30 MC-17 H
BIOLOGY 4999E 14:30 15:30 B&GS-0153 H
